inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc
0,0,0,1,42,16,NA,0,2052,55,15,10.19999981,24106,0.661499977,12,7,9.5,1,0,24.1060009
0,0,0,2,32,12,NA,0,2250,35,16,10,22995,0.661499977,12,14,9.5,1,4,22.99500084
0,0,1,3,35,12,NA,0,1120,37,12,5.35710001,6000,0.801500022,12,12,9.5,1,0,6
0,0,1,1,30,12,NA,0,2450,36,14,9.795900345,24350,0.661499977,14,14,9.5,1,3,24.35000038
0,0,0,0,51,10,NA,0,3432,50,11,1.37409997,7608,0.771499991,7,7,7.5,0,20,7.607999802
0,0,0,3,47,12,NA,0,2700,48,12,3.463000059,28200,0.721499979,7,7,3,0,3,28.20000076
0,0,0,1,54,12,NA,0,2817,55,13,5.040800095,16150,0.721499979,3,7,3,0,1,16.14999962
0,0,3,0,31,15,NA,0,3000,34,17,16.66699982,51200,0.441500008,7,10,7.5,1,5,51.20000076
0,0,0,0,47,10,NA,0,2125,45,11,4.329400063,12646,0.75150001,7,7,5,1,7,12.64599991
0,0,0,3,47,14,NA,0,1864,42,16,10.19299984,19000,0.691500008,7,7,11,1,6,19
0,0,0,3,40,12,NA,0,2400,39,12,7.583300114,19000,0.721499979,7,7,7.5,1,2,19
0,0,0,0,48,8,NA,0,2160,50,7,4.120399952,14400,0.75150001,3,3,7.5,0,0,14.39999962
0,0,0,7,34,8,NA,0,1040,51,7,4.807700157,7232,0.941500008,3,7,11,1,10,7.231999874
0,0,0,3,38,12,NA,0,2450,42,16,3.153100014,21943,0.75150001,7,10,9.5,1,6,21.94300079
0,0,1,3,32,12,NA,0,2500,34,16,19,47500,0.461499989,7,10,7.5,1,4,47.5
0,0,0,1,48,16,NA,0,2131,45,17,6.053500175,28900,0.621500015,12,7,7.5,1,8,28.89999962
0,0,0,2,41,12,NA,0,2165,46,7,3.787499905,12400,0.771499991,7,7,7.5,0,18,12.39999962
0,0,0,2,49,5,NA,0,2230,43,3,2.92869997,6531,0.781499982,0,0,7.5,0,7,6.531000137
0,0,0,0,59,8,NA,0,1995,55,12,9.297200203,22422,0.691500008,3,7,11,1,15,22.42200089
0,0,0,0,58,13,NA,0,2025,57,16,9.382699966,22200,0.661499977,7,7,11,1,7,22.20000076
0,0,0,3,41,12,NA,0,2450,48,15,26.53100014,77000,0.441500008,7,14,14,1,8,77
0,0,0,2,45,12,NA,0,2160,45,12,40.50899887,88000,0.441500008,10,10,14,1,8,88
0,0,1,1,30,14,NA,0,1715,32,17,15.15999985,26040,0.621500015,12,10,11,0,3,26.04000092
0,0,0,1,41,12,NA,0,3018,42,16,18.9640007,63500,0.441500008,7,7,7.5,1,10,63.5
0,0,2,0,30,12,NA,0,2216,33,16,5.415200233,12100,0.75150001,10,10,7.5,0,9,12.10000038
0,0,0,1,53,12,NA,0,2499,54,12,1.998800039,17505,0.75150001,12,7,7.5,1,24,17.50499916
0,0,0,0,31,12,NA,0,2250,37,14,8,18000,0.691500008,10,7,7.5,0,12,18
0,0,0,2,43,14,NA,0,2116,44,17,11.15299988,28069,0.661499977,12,12,11,1,2,28.06900024
0,0,1,1,31,12,NA,0,2016,30,14,5.952400208,14000,0.75150001,12,14,14,1,6,14
0,0,0,0,51,12,NA,0,2470,60,10,2.119400024,8117,0.75150001,10,3,7.5,1,18,8.116999626
0,0,0,0,43,9,NA,0,1640,45,12,3.838399887,11895,0.771499991,7,7,5,1,17,11.89500046
0,0,1,2,31,14,NA,0,2016,34,16,17.36100006,45250,0.49149999,16,16,5,1,7,45.25
0,0,0,0,48,11,NA,0,2185,48,12,8.009200096,31106,0.691500008,7,10,9.5,1,6,31.1060009
0,0,1,1,31,12,NA,0,800,33,14,3,4000,0.801500022,12,7,9.5,1,10,4
0,0,0,1,44,12,NA,0,3022,46,12,10.58899975,40500,0.581499994,7,7,7.5,1,5,40.5
0,0,0,1,48,11,NA,0,1512,50,14,10.91300011,21620,0.721499979,10,7,7.5,1,7,21.62000084
0,0,0,1,53,12,NA,0,2677,53,12,5.603300095,23426,0.721499979,0,0,7.5,1,11,23.4260006
0,0,0,3,42,10,NA,2.75,3150,44,12,7.936500072,26000,0.661499977,3,3,11,1,14,26
0,0,2,6,39,12,NA,0,1430,34,12,2.947599888,7840,0.941500008,7,0,9.5,1,5,7.840000153
0,0,1,2,32,10,NA,0,3307,36,4,2.056200027,6800,0.791499972,7,3,7.5,0,2,6.800000191
0,0,0,2,36,12,NA,0,3120,39,12,1.301300049,5330,0.791499972,7,12,14,0,4,5.329999924
0,0,0,2,40,13,NA,0,3020,43,16,9.271499634,28200,0.621500015,10,10,9.5,1,5,28.20000076
0,0,2,3,31,12,NA,0,2056,33,12,4.863800049,10000,0.771499991,12,12,7.5,0,14,10
0,0,0,0,43,12,NA,0,2383,43,12,1.0898,9952,0.75150001,10,3,7.5,0,4,9.951999664
0,0,0,0,60,12,NA,0,1705,55,8,12.43999958,24984,0.621500015,12,12,14,1,15,24.98399925
0,0,0,3,39,9,NA,0,3120,48,12,6.089700222,28363,0.691500008,7,7,11,1,12,28.36300087
